file,x,y,w,h
naruto_full_nine_tails_17_000.png,14,2,182,129
naruto_full_nine_tails_17_001.png,111,2,182,129
naruto_full_nine_tails_17_002.png,207,2,182,129
naruto_full_nine_tails_17_003.png,313,2,182,129
naruto_full_nine_tails_17_004.png,418,2,182,129
naruto_full_nine_tails_17_005.png,522,2,182,129
naruto_full_nine_tails_17_006.png,625,2,182,129
naruto_full_nine_tails_17_007.png,721,2,182,129
naruto_full_nine_tails_17_008.png,843,2,182,129
naruto_full_nine_tails_17_009.png,986,2,182,129
naruto_full_nine_tails_17_010.png,1162,2,182,129
