file,x,y,w,h
naruto_full_nine_tails_16_000.png,21,8,64,72
naruto_full_nine_tails_16_001.png,114,17,63,63
naruto_full_nine_tails_16_002.png,198,13,27,72
naruto_full_nine_tails_16_003.png,238,12,74,68
naruto_full_nine_tails_16_004.png,327,17,30,68
naruto_full_nine_tails_16_005.png,386,11,69,69
naruto_full_nine_tails_16_006.png,489,17,72,63
naruto_full_nine_tails_16_007.png,581,20,65,60
naruto_full_nine_tails_16_008.png,668,20,66,60
naruto_full_nine_tails_16_009.png,757,20,65,60
naruto_full_nine_tails_16_010.png,837,20,65,60
naruto_full_nine_tails_16_011.png,924,20,65,60
naruto_full_nine_tails_16_012.png,1004,20,65,60
naruto_full_nine_tails_16_013.png,1088,20,65,60
naruto_full_nine_tails_16_014.png,1164,20,65,60
